Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI(5),RSI(7),RSI(10),RSI(14),RSI(21),DIF,MACD,MACD_Histogram,RSV,K,D,J,MA5,MA10,MA20,MA60,EMA12,EMA26,BB_Upper,BB_Middle,BB_Lower,ATR,CCI,WILLR,MOM
1999-01-22 00:00:00-05:00,0.04011878256394706,0.044775311584014724,0.03558146497740723,0.0376117043197155,2714688000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-25 00:00:00-05:00,0.04059655089344462,0.042028905828212504,0.03761171404611483,0.041552066802978516,510480000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-26 00:00:00-05:00,0.0420288934263442,0.04286519762474585,0.037730910960754434,0.03832788020372391,343200000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-27 00:00:00-05:00,0.038447086621252693,0.03940260220917949,0.036297639429123,0.03820866718888283,244368000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-28 00:00:00-05:00,0.03820866468210882,0.03844708409883659,0.03785011833590056,0.038088537752628326,227520000,0.0,0.0,,,,,,,,,,,,,0.038757771253585815,,,,,,,,,,,,
1999-01-29 00:00:00-05:00,0.03808854262871827,0.038208669573577395,0.036297641694545746,0.036297641694545746,244032000,0.0,0.0,42.85430679031378,,,,,,,,,,,,0.03849495872855187,,,,,,,,,,,,
1999-02-01 00:00:00-05:00,0.03629764122502475,0.03725315344413374,0.03629764122502475,0.037014733999967575,154704000,0.0,0.0,47.93037899390446,,,,,,,,,,,,0.037587492167949675,,,,,,,,,,,,
1999-02-02 00:00:00-05:00,0.03629764182909284,0.03725315406410354,0.033074382924815245,0.034149106591939926,264096000,0.0,0.0,33.19945678001521,36.45041773374197,,,,,,,,,,,0.03675173744559288,,,,,,,,,,,,
1999-02-03 00:00:00-05:00,0.03367135443811293,0.0353430440587958,0.03343201604466135,0.03486528620123863,75120000,0.0,0.0,39.05133787019744,40.35096905171693,,,,,,,15.305650761449154,15.305650761449154,15.305650761449154,15.30565076144915,0.03608306124806404,,,,,,,,,,,,
1999-02-04 00:00:00-05:00,0.03534304106150495,0.03773091121743983,0.03486528324446436,0.03677539899945259,181920000,0.0,0.0,52.82807013209809,49.9161807768582,,,,,,,37.80090000746901,22.804067176789104,17.805122899895803,32.801955730575706,0.035820433497428895,0.03728910237550735,,,,,,,,,,,
1999-02-05 00:00:00-05:00,0.03737237243514007,0.038208676809407295,0.03641777553607995,0.03785013034939766,136848000,0.0,0.0,59.298631611140515,54.68609309380811,50.72344442831817,,,,,,48.777834847760545,31.461989733779582,22.357411844523728,49.6711455122913,0.03613093122839928,0.03731294497847557,,,,,,,,,,,0.00023842602968215942
1999-02-08 00:00:00-05:00,0.0380885349035237,0.03820866182401844,0.03653696924448013,0.03653696924448013,154080000,0.0,0.0,49.02734583379879,48.14925920520514,46.59753273668406,,,,,,54.71659820986675,39.2135258924753,27.976116527174252,61.688344623077406,0.036035378277301786,0.036811435222625734,,,0.037273176945745945,,,,,,,,-0.005015097558498383
1999-02-09 00:00:00-05:00,0.03725315990200788,0.037491582803598836,0.034625954330499496,0.03510371223092079,86976000,0.0,0.0,39.65594484767797,41.78861143412319,42.41364218577905,,,,,,37.77111810941533,38.732723298121975,31.56165211749016,53.0748656593856,0.03622629940509796,0.036489018425345424,,,0.036939413143465154,,,,,,,,-0.003224167972803116
1999-02-10 00:00:00-05:00,0.03510371533013465,0.03605922779924237,0.03414911495834683,0.03474608436226845,148224000,0.0,0.0,37.42472653524956,40.241093883612564,41.38347174569057,,,,,,32.559519868349525,36.67498882153116,33.26609768550382,43.49277109358583,0.03620245903730392,0.036142760142683986,,,0.036601977946357965,,,,,,-102.7574120133918,,-0.00346258282661438
1999-02-11 00:00:00-05:00,0.03486528201227587,0.03916326435520825,0.03486528201227587,0.03773090988397598,132240000,0.0,0.0,60.569860048744,56.07863769731687,52.159208182337544,50.264110067348525,,,,,76.47590140148591,49.941959681516074,38.82471835084124,72.17644234286576,0.0363935612142086,0.03610699735581875,,,0.03677565978291458,,,,,0.0026950642214157235,12.185725054687067,,-0.00035762786865234375
1999-02-12 00:00:00-05:00,0.038208682811385834,0.04011879583900962,0.038208682811385834,0.03988037630915642,109728000,0.0,0.0,70.41888441481572,64.07722929136331,58.2939357697144,54.89107540974809,,,,,96.61548048421767,65.49979994908327,47.71641221692191,101.06657541340599,0.03679961040616035,0.036465270817279814,,,0.03725330847925948,,,,,0.002673122916674146,137.48511083948384,,0.003582734614610672
1999-02-16 00:00:00-05:00,0.04059655286624167,0.04226824632439577,0.03605923046976305,0.04011879488825798,211008000,0.0,0.0,71.4090612260448,64.90430969046504,58.94279902679098,55.38684897314654,,,,,75.67456519249525,68.89138836355393,54.77473759913258,97.12468989239665,0.037515975534915924,0.036775676906108855,,,0.03769415254218232,,,,,0.002925686697956901,143.95942376876405,,0.0031040608882904053
1999-02-17 00:00:00-05:00,0.03916328268407676,0.039641040707828985,0.03725316951873353,0.03796934708952904,67728000,0.0,0.0,51.8501380770431,52.25095383998731,50.995332620237264,50.04653939391167,,,,,47.05222712810067,61.61166795173617,57.05371438333377,70.72757508854099,0.03808910250663757,0.03715770095586777,,,0.03773649016485105,,,,,0.0029213966030688684,73.60699915337183,,0.0038202404975891113
