Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI(5),RSI(7),RSI(10),RSI(14),RSI(21),DIF,MACD,MACD_Histogram,RSV,K,D,J,MA5,MA10,MA20,MA60,EMA12,EMA26,BB_Upper,BB_Middle,BB_Lower,ATR,CCI,WILLR,MOM
2001-07-23 00:00:00+08:00,27.404464721679688,27.404464721679688,27.404464721679688,27.404464721679688,463095,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-24 00:00:00+08:00,28.975480190904076,29.250375379397337,28.421973922448057,29.157506942749023,238341541,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-25 00:00:00+08:00,29.157519738775704,31.189516067504883,29.157519738775704,31.189516067504883,94092605,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-26 00:00:00+08:00,32.29651624427656,33.3106575012207,32.01790803786969,33.3106575012207,64114300,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-27 00:00:00+08:00,34.14278627199663,34.69629274782542,33.03206031248737,33.21780014038086,60369077,0.0,0.0,,,,,,,,,,,,,30.855989074707033,,,,,,,,,,,,
2001-07-30 00:00:00+08:00,33.21780014038086,33.21780014038086,33.21780014038086,33.21780014038086,0,0.0,0.0,98.45213227649488,,,,,,,,,,,,32.018656158447264,,,,,,,,,,,,
2001-07-31 00:00:00+08:00,33.2177982892032,35.52469253540039,33.03205847166071,35.52469253540039,77956786,0.0,0.0,98.95462280508688,,,,,,,,,,,,33.29209327697754,,,,,,,,,,,,
2001-08-01 00:00:00+08:00,35.803299073456536,35.896167527711356,33.6784290269758,34.04991149902344,61392002,0.0,0.0,78.57155294269339,83.9721633505697,,,,,,,,,,,33.86417236328125,,,,,,,,,,,,
2001-08-02 00:00:00+08:00,33.95703984525456,35.24979237358591,33.95703984525456,35.06405258178711,61392002,0.0,0.0,81.79490220987829,85.70180237933906,,,,,,,90.20084705115687,90.20084705115687,90.20084705115687,90.20084705115687,34.21485137939453,,,,,,,,,,,,
2001-08-03 00:00:00+08:00,35.431815208734065,36.26393268220317,35.06405152832509,35.710426330566406,52895123,0.0,0.0,83.74316690860134,86.76391878149863,,,,,,,92.9417334546905,91.11447585233475,90.50538998488283,92.3326475872386,34.71337661743164,32.78468284606934,,,,,,,,,,,
2001-08-06 00:00:00+08:00,35.338947717126544,36.817440032958984,35.06405247986226,36.817440032958984,48605439,0.0,0.0,86.77343649063204,88.47457878969294,87.50711745340936,,,,,,100.0,94.07631723488983,91.69569906821849,98.83755356823252,35.43330459594726,33.72598037719727,,,,,,,,,,,9.412975311279297
2001-08-07 00:00:00+08:00,36.53882904631767,36.910308630286764,35.71042743915961,36.17106246948242,38953644,0.0,0.0,76.38191475583255,81.31549181697467,82.76980055995176,,,,,,84.88990942503504,91.01418129827157,91.46852647823619,90.10549093834231,35.56257858276367,34.42733592987061,,,33.402944246927895,,,,,,,,7.013555526733398
2001-08-08 00:00:00+08:00,36.1710623281675,36.817440032958984,35.71042729964433,36.817440032958984,35422904,0.0,0.0,79.45705587861686,82.92721446693184,83.74741794652513,,,,,,97.60539950933233,93.21125403529182,92.04943566392139,95.53489077803269,36.116084289550784,34.99012832641601,,,33.92825129093268,,,,,,,,5.627923965454102
2001-08-09 00:00:00+08:00,36.63169782555545,37.37094393471265,36.17105994240549,36.26393127441406,32073649,0.0,0.0,69.73772478622136,76.34775907643885,79.45787262894176,,,,,,74.48624376639059,86.96958394565807,90.35615175783362,80.19644832130697,36.35606002807617,35.28545570373535,,,34.287586673006736,,,,,,86.73155878797472,,2.9532737731933594
2001-08-10 00:00:00+08:00,36.26392662977068,36.356797949884395,35.617551935409,35.89616012573242,24187224,0.0,0.0,63.30620837165235,71.92423813325827,76.56274329402221,78.76144910196662,,,,,66.01007743719337,79.98308177616984,86.89846176394569,66.15232180061813,36.39320678710938,35.553291702270506,,,34.53505951188761,,,,,1.4904079558952237,62.068185863729845,,2.6783599853515625
2001-08-13 00:00:00+08:00,36.17105711277751,36.449668201998506,35.338942621716505,35.6175537109375,23774757,0.0,0.0,58.22164625053801,68.42060251513816,74.28449955977746,77.19254107818017,,,,,52.5150130037036,70.82705885201443,81.5413274599686,49.398521636106096,36.153229522705075,35.79326705932617,,,34.701597080972206,,,,,1.4632877862085647,49.790539647283794,,2.3997535705566406
2001-08-14 00:00:00+08:00,35.8032987776566,36.17106246948242,34.60341470152002,36.17106246948242,27965449,0.0,0.0,65.16896244059556,71.6244254220266,75.86953598809784,78.12483569997217,,,,,64.85309974186494,68.83573914863126,77.30613135618948,51.89495473351482,36.153229522705075,35.857904052734376,,,34.927668679204544,,,,,1.4707420706195529,30.714141610130003,,0.6463699340820312
2001-08-15 00:00:00+08:00,35.89616472327268,36.63169782555545,35.803296276273336,36.26393127441406,18742625,0.0,0.0,66.34277674685524,72.1769624078403,76.14366240503382,78.28521996374413,,,,,59.999965058308156,65.89048111852355,73.50091461030084,50.66961413496898,36.042527770996095,36.079306030273436,,,35.13324754000601,,,,,1.4248606048097356,62.15820947152724,,2.214019775390625
2001-08-16 00:00:00+08:00,35.98531909674876,36.263930199506866,35.156917572021484,35.156917572021484,26464060,0.0,0.0,44.16546346171667,56.79653343295388,66.1853107396635,71.55090555251333,,,,,19.99989246230795,50.59361823311835,65.86514915124,20.050556396875038,35.82112503051758,36.088592529296875,,,35.13688908339301,,,,,1.4021572546370815,-1.6084229313594345,,0.092864990234375
2001-08-17 00:00:00+08:00,35.24979220229947,35.43181610107422,34.41767470787372,35.43181610107422,31694177,0.0,0.0,49.41440331566561,59.30864110784639,67.3630264967933,72.19065292065605,,,,,34.33961875145386,45.17561840589685,58.968638902792286,17.58957741210598,35.72825622558594,36.06073150634766,34.4227071762085,,35.18226247072858,,39.4129780706427,34.4227071762085,29.43243628177429,1.3744418359630397,-71.59707410588592,-19.45649804900684,-0.2786102294921875
2001-08-20 00:00:00+08:00,35.0640447733431,37.738701795639116,35.0640447733431,37.09232711791992,70796311,0.0,0.0,70.41466001769065,71.13608752184128,73.54664491725586,75.73954669984901,,,,,80.53690437815375,56.96271372998248,58.29999717852235,54.288146832902754,36.02321090698242,36.08822021484375,34.90710029602051,,35.47611857029648,,38.84898886855515,34.90710029602051,30.96521172348586,1.467314349272538,104.05889188438752,-6.937786382911766,0.2748870849609375
2001-08-21 00:00:00+08:00,37.37094825494754,38.01732310681977,36.724573403075325,37.645843505859375,44513739,0.0,0.0,74.77763110397218,74.06745004210015,75.28126831270802,76.80227210764096,76.55516997304439,,,,89.68011428368507,67.86851391455001,61.48950275719823,80.62653622925355,36.31816711425781,36.23569831848145,35.331517124176024,,35.80992240653693,,38.44704999520852,35.331517124176024,32.215984253143525,1.4548454460205311,181.15327086164677,-4.192865073058629,1.4747810363769531
